sale_id,sale_rep_id,sale_date,car_model,sale_amount,commission_pct,sale_status,commission_amount
2377,3,2024-11-21,Highlander,44742.58,0.05,Completed,2237.13
2378,6,2024-11-28,Highlander,35703.71,0.03,Completed,1071.11
2379,2,2024-11-28,RAV4,27804.92,0.05,Completed,1390.25
2380,12,2024-11-02,Tacoma,33042.15,0.02,Cancelled,660.84
2381,9,2024-11-18,Tundra,44988.96,,Completed,0.0
2382,10,2024-11-27,Highlander,42789.36,0.02,Completed,855.79
2383,7,2024-11-06,RAV4,27861.88,0.03,Pending,835.86
2384,7,2024-11-11,Camry,29925.72,0.05,Completed,1496.29
2385,18,2024-11-10,Camry,26451.71,0.03,Pending,793.55
2386,8,2024-11-10,Tacoma,34529.72,0.05,Completed,1726.49
2387,13,2024-11-07,Highlander,39563.95,0.02,Completed,791.28
2388,10,2024-11-28,Highlander,41007.47,,Completed,0.0
2389,13,2024-11-30,RAV4,27079.47,0.02,Completed,541.59
2390,16,2024-11-30,Camry,26517.58,,Pending,0.0
2391,14,2024-11-08,Tundra,44219.59,0.03,Completed,1326.59
2392,18,2024-11-09,Tacoma,35060.11,,Completed,0.0
2393,18,2024-11-15,Highlander,43894.67,0.03,Cancelled,1316.84
2394,20,2024-11-13,Highlander,40594.52,,Completed,0.0
2395,1,2024-11-26,RAV4,33052.0,0.03,Cancelled,991.56
2396,5,2024-11-04,Tacoma,37535.1,0.03,Completed,1126.05
2397,16,2024-11-20,RAV4,30983.94,0.02,Pending,619.68
2398,7,2024-11-27,RAV4,32160.72,0.03,Completed,964.82
2399,1,2024-11-23,Camry,29345.05,0.05,Completed,1467.25
2400,10,2024-11-25,Corolla,20943.82,,Completed,0.0
2401,3,2024-11-26,RAV4,29204.0,,Cancelled,0.0
2402,1,2024-11-29,Highlander,39334.61,,Completed,0.0
2403,4,2024-11-20,Tundra,41994.63,0.05,Cancelled,2099.73
2404,10,2024-11-14,Camry,27679.98,0.05,Completed,1384.0
2405,3,2024-11-28,Highlander,42186.73,0.02,Completed,843.73
2406,20,2024-11-14,Tundra,41457.04,0.02,Completed,829.14
2407,11,2024-11-05,Camry,29322.61,,Completed,0.0
2408,16,2024-11-01,RAV4,34710.96,0.03,Completed,1041.33
2409,6,2024-11-02,Tacoma,35738.82,0.02,Pending,714.78
2410,4,2024-11-13,RAV4,28786.48,0.05,Completed,1439.32
2411,2,2024-11-19,Camry,26856.74,,Completed,0.0
2412,7,2024-11-02,Corolla,24632.68,0.03,Completed,738.98
2413,12,2024-11-23,RAV4,31620.76,,Completed,0.0
2414,3,2024-11-11,Tacoma,31864.62,0.02,Pending,637.29
2415,12,2024-11-19,Camry,26488.1,0.03,Completed,794.64
2416,16,2024-11-17,Corolla,21154.31,0.03,Pending,634.63
2417,19,2024-11-19,Tacoma,32824.89,,Cancelled,0.0
2418,1,2024-11-28,Tundra,39353.28,0.05,Completed,1967.66
2419,15,2024-11-01,Camry,28339.06,0.03,Pending,850.17
2420,18,2024-11-01,Tundra,37027.79,,Completed,0.0
2421,7,2024-11-03,RAV4,30875.28,,Completed,0.0
2422,16,2024-11-07,Camry,28439.64,0.03,Completed,853.19
2423,12,2024-11-24,Tundra,44565.49,0.02,Pending,891.31
2424,9,2024-11-21,Highlander,35008.84,0.05,Completed,1750.44
2425,11,2024-11-14,Highlander,37551.09,0.02,Completed,751.02
2426,12,2024-11-16,Highlander,43672.2,0.02,Completed,873.44
2427,16,2024-11-07,Camry,28715.12,0.02,Pending,574.3
2428,17,2024-11-02,Camry,29955.85,,Completed,0.0
2429,14,2024-11-23,Tundra,40992.84,0.05,Completed,2049.64
2430,17,2024-11-26,Camry,28539.37,,Completed,0.0
2431,6,2024-11-26,Camry,29069.38,0.05,Completed,1453.47
2432,6,2024-11-11,Camry,27166.25,0.03,Completed,814.99
2433,5,2024-11-01,Camry,28357.99,0.03,Cancelled,850.74
2434,3,2024-11-06,Highlander,41906.04,0.02,Pending,838.12
2435,16,2024-11-30,Highlander,35112.81,,Cancelled,0.0
2436,17,2024-11-13,Tundra,39303.14,,Completed,0.0
2437,19,2024-11-24,Tundra,41911.15,0.02,Completed,838.22
2438,6,2024-11-08,Camry,28504.48,0.02,Completed,570.09
2439,9,2024-11-05,Camry,26230.05,,Pending,0.0
2440,9,2024-11-01,RAV4,30357.18,0.05,Completed,1517.86
2441,2,2024-11-17,Tundra,39210.92,0.05,Cancelled,1960.55
2442,4,2024-11-01,Tacoma,38176.48,0.02,Completed,763.53
2443,1,2024-11-15,Highlander,44816.23,0.05,Cancelled,2240.81
2444,14,2024-11-08,Corolla,21762.79,0.05,Completed,1088.14
2445,15,2024-11-05,Tundra,39853.85,0.02,Cancelled,797.08
2446,10,2024-11-13,Highlander,42909.62,0.02,Completed,858.19
2447,16,2024-11-13,Tacoma,37161.74,0.05,Completed,1858.09
2448,18,2024-11-26,Highlander,35849.45,0.03,Completed,1075.48
2449,8,2024-11-08,Tacoma,35295.59,0.02,Cancelled,705.91
2450,4,2024-11-18,Highlander,42674.68,,Pending,0.0
2451,3,2024-11-19,Corolla,21199.2,0.03,Pending,635.98
2452,13,2024-11-07,RAV4,32356.31,0.05,Completed,1617.82
2453,20,2024-11-14,Tundra,36797.33,,Pending,0.0
2454,10,2024-11-21,Highlander,42957.57,0.05,Pending,2147.88
2455,17,2024-11-20,Tundra,44179.3,0.03,Completed,1325.38
2456,3,2024-11-06,Tacoma,34567.29,0.02,Completed,691.35
2457,17,2024-11-01,Tundra,41027.55,,Completed,0.0
2458,20,2024-11-17,Corolla,23103.42,,Pending,0.0
2459,1,2024-11-20,Tundra,46475.48,0.03,Completed,1394.26
2460,16,2024-11-26,Camry,28271.88,0.05,Completed,1413.59
2461,13,2024-11-12,Tundra,41894.81,0.03,Cancelled,1256.84
2462,5,2024-11-06,Tacoma,34352.45,0.02,Completed,687.05
2463,14,2024-11-24,RAV4,27664.0,0.05,Completed,1383.2
2464,19,2024-11-22,Tundra,35921.27,0.03,Cancelled,1077.64
2465,16,2024-11-02,Corolla,20001.2,0.05,Completed,1000.06
2466,7,2024-11-02,Highlander,37664.37,0.02,Completed,753.29
2467,1,2024-11-24,Camry,27689.54,0.05,Completed,1384.48
2468,4,2024-11-20,Tundra,41724.59,0.05,Completed,2086.23
2469,9,2024-11-17,Camry,25841.86,0.02,Cancelled,516.84
2470,5,2024-11-08,Tacoma,36983.38,0.05,Pending,1849.17
2471,6,2024-11-04,Camry,29729.93,0.02,Completed,594.6
2472,19,2024-11-15,Camry,25744.71,0.05,Pending,1287.24
2473,13,2024-11-15,Camry,27060.76,0.05,Cancelled,1353.04
2474,10,2024-11-22,Highlander,44941.45,0.03,Completed,1348.24
2475,5,2024-11-13,Highlander,44007.62,0.03,Pending,1320.23
2476,2,2024-11-02,Tacoma,39217.32,,Completed,0.0
2477,19,2024-11-03,Tundra,44562.03,0.02,Completed,891.24
2478,1,2024-11-06,Tacoma,37315.62,0.02,Completed,746.31
2479,6,2024-11-02,Tacoma,34573.52,0.05,Cancelled,1728.68
2480,16,2024-11-14,Corolla,23813.59,0.02,Pending,476.27
2481,2,2024-11-12,Camry,28234.86,,Completed,0.0
2482,19,2024-11-12,Corolla,22278.52,,Completed,0.0
2483,12,2024-11-27,Corolla,21744.12,0.05,Pending,1087.21
2484,7,2024-11-04,Tacoma,37668.17,,Cancelled,0.0
2485,1,2024-11-11,Tacoma,30720.79,0.02,Pending,614.42
2486,16,2024-11-11,Corolla,24641.28,0.05,Completed,1232.06
2487,6,2024-11-07,Highlander,41029.43,0.02,Completed,820.59
2488,2,2024-11-21,Camry,25743.3,0.03,Pending,772.3
2489,16,2024-11-27,Corolla,20001.37,0.02,Pending,400.03
2490,5,2024-11-05,RAV4,30597.41,0.05,Completed,1529.87
2491,6,2024-11-12,Camry,27057.16,0.03,Completed,811.71
2492,2,2024-11-30,RAV4,32628.73,0.02,Completed,652.57
2493,12,2024-11-14,Tundra,44953.37,0.03,Completed,1348.6
2494,15,2024-11-16,Tacoma,35263.32,0.03,Completed,1057.9
2495,14,2024-11-01,RAV4,27248.34,0.05,Pending,1362.42
2496,17,2024-11-05,Tundra,48387.36,0.05,Completed,2419.37
2497,9,2024-11-21,Tacoma,38750.98,0.02,Pending,775.02
2498,15,2024-11-27,RAV4,31577.43,0.02,Completed,631.55
2499,19,2024-11-10,Tacoma,38567.57,0.02,Pending,771.35
2500,2,2024-11-11,Camry,25697.28,0.03,Completed,770.92
2501,11,2024-11-15,Highlander,37726.8,0.03,Completed,1131.8
2502,1,2024-11-08,Camry,26870.93,0.05,Completed,1343.55
2503,16,2024-11-05,Corolla,24625.95,0.03,Completed,738.78
2504,11,2024-11-09,Highlander,39172.71,,Cancelled,0.0
2505,10,2024-11-13,Highlander,35460.4,0.05,Completed,1773.02
2506,2,2024-11-07,Tundra,40983.07,0.03,Completed,1229.49
2507,20,2024-11-15,Highlander,35905.57,0.05,Completed,1795.28
2508,17,2024-11-19,RAV4,29112.36,,Completed,0.0
2509,11,2024-11-05,Tacoma,33655.4,0.02,Completed,673.11
2510,8,2024-11-14,Corolla,24041.35,0.03,Completed,721.24
2511,13,2024-11-03,Corolla,20206.28,0.03,Completed,606.19
2512,9,2024-11-10,Tundra,49210.31,0.02,Completed,984.21
2513,18,2024-11-27,Camry,29053.58,,Pending,0.0
2514,13,2024-11-23,Tundra,48057.63,,Completed,0.0
2515,14,2024-11-21,Highlander,43408.56,0.05,Completed,2170.43
2516,2,2024-11-13,Camry,29643.0,,Completed,0.0
2517,8,2024-11-16,Camry,27955.25,0.05,Cancelled,1397.76
2518,12,2024-11-14,Tundra,46271.92,0.02,Completed,925.44
2519,5,2024-11-05,Corolla,23829.8,0.03,Pending,714.89
2520,2,2024-11-14,Tacoma,37524.48,0.03,Completed,1125.73
2521,9,2024-11-16,Camry,28463.11,,Completed,0.0
2522,12,2024-11-17,Highlander,37814.44,0.03,Completed,1134.43
2523,19,2024-11-16,Tacoma,37834.48,,Completed,0.0
2524,10,2024-11-02,Tacoma,38806.39,0.02,Completed,776.13
2525,16,2024-11-28,Tacoma,33129.01,0.05,Cancelled,1656.45
2526,7,2024-11-19,Tacoma,35673.38,0.05,Pending,1783.67
2527,17,2024-11-03,RAV4,31960.27,,Completed,0.0
2528,17,2024-11-14,Tacoma,31010.58,0.03,Completed,930.32
2529,2,2024-11-05,Tundra,39228.25,0.05,Completed,1961.41
2530,9,2024-11-25,Camry,26434.53,0.05,Pending,1321.73
2531,7,2024-11-18,Highlander,39406.35,,Pending,0.0
2532,13,2024-11-21,Corolla,23038.18,0.02,Completed,460.76
2533,18,2024-11-08,RAV4,27150.63,0.02,Completed,543.01
2534,11,2024-11-10,Camry,26715.31,0.03,Pending,801.46
2535,17,2024-11-07,RAV4,29423.46,0.05,Completed,1471.17
2536,19,2024-11-12,Corolla,24619.18,0.05,Cancelled,1230.96
2537,20,2024-11-30,RAV4,33181.55,0.03,Completed,995.45
2538,20,2024-11-21,Corolla,23795.21,0.02,Cancelled,475.9
2539,3,2024-11-18,Tacoma,35917.81,0.03,Completed,1077.53
2540,18,2024-11-26,Camry,25387.2,0.03,Completed,761.62
2541,13,2024-11-17,Camry,27156.23,0.02,Pending,543.12
2542,16,2024-11-02,Tacoma,33576.27,0.05,Completed,1678.81
2543,7,2024-11-07,RAV4,27972.11,0.05,Completed,1398.61
2544,11,2024-11-05,Camry,27154.27,0.05,Completed,1357.71
2545,20,2024-11-25,Tundra,40035.21,0.05,Completed,2001.76
2546,2,2024-11-15,Corolla,24520.77,0.05,Pending,1226.04
2547,11,2024-11-05,Camry,26320.05,0.05,Completed,1316.0
2548,15,2024-11-24,Corolla,23043.26,,Completed,0.0
2549,16,2024-11-30,Corolla,24542.28,,Completed,0.0
2550,3,2024-11-09,Camry,25518.72,0.05,Completed,1275.94
2551,8,2024-11-17,Camry,25877.31,0.03,Completed,776.32
2552,2,2024-11-28,Tacoma,35967.24,0.03,Completed,1079.02
2553,18,2024-11-15,Tacoma,30848.98,0.05,Completed,1542.45
2554,19,2024-11-26,Camry,28628.21,0.02,Completed,572.56
2555,5,2024-11-23,Tacoma,35554.69,0.03,Cancelled,1066.64
2556,18,2024-11-11,Tacoma,38876.45,,Completed,0.0
2557,18,2024-11-13,Tacoma,34781.85,0.05,Completed,1739.09
2558,11,2024-11-02,Corolla,21157.74,,Completed,0.0
2559,9,2024-11-23,Camry,26885.18,0.02,Pending,537.7
2560,5,2024-11-25,Tacoma,34803.65,0.02,Cancelled,696.07
2561,17,2024-11-06,Highlander,44356.91,,Completed,0.0
2562,10,2024-11-07,RAV4,31626.24,0.05,Completed,1581.31
2563,20,2024-11-07,Camry,29715.78,0.05,Pending,1485.79
2564,3,2024-11-07,RAV4,31499.42,,Completed,0.0
2565,7,2024-11-24,RAV4,29093.58,0.03,Cancelled,872.81
2566,17,2024-11-01,Tacoma,39493.6,0.05,Completed,1974.68
2567,15,2024-11-30,Camry,26034.93,0.03,Completed,781.05
2568,4,2024-11-25,RAV4,29050.09,0.02,Pending,581.0
2569,12,2024-11-14,Highlander,40790.02,0.02,Completed,815.8
2570,12,2024-11-18,RAV4,34233.86,0.03,Completed,1027.02
2571,11,2024-11-06,Tundra,40849.91,0.05,Completed,2042.5
2572,18,2024-11-30,RAV4,32371.32,,Completed,0.0
2573,2,2024-11-06,Camry,28442.66,0.02,Pending,568.85
2574,13,2024-11-12,RAV4,29138.09,0.03,Completed,874.14
2575,12,2024-11-02,Corolla,21679.77,0.03,Completed,650.39
2576,4,2024-11-01,RAV4,32421.44,0.05,Completed,1621.07
2577,2,2024-11-09,Highlander,39357.43,0.03,Completed,1180.72
2578,7,2024-11-18,Tundra,49923.84,0.02,Completed,998.48
2579,16,2024-11-14,Tacoma,30011.69,0.05,Completed,1500.58
2580,11,2024-11-14,RAV4,34757.29,,Completed,0.0
2581,10,2024-11-23,Tacoma,39676.16,0.03,Completed,1190.28
2582,16,2024-11-10,Corolla,22262.11,0.03,Cancelled,667.86
2583,19,2024-11-19,Camry,27547.82,0.05,Completed,1377.39
2584,17,2024-11-17,RAV4,32269.73,0.03,Completed,968.09
2585,19,2024-11-09,Camry,25817.92,0.05,Completed,1290.9
2586,3,2024-11-05,Tundra,40704.58,,Completed,0.0
2587,20,2024-11-20,Camry,25324.11,0.03,Completed,759.72
2588,15,2024-11-15,Corolla,20099.69,,Completed,0.0
2589,14,2024-11-09,Camry,27123.9,0.05,Completed,1356.2
2590,4,2024-11-03,Camry,28945.03,,Completed,0.0
2591,5,2024-11-23,Corolla,23389.08,0.02,Completed,467.78
2592,6,2024-11-08,Highlander,40255.8,0.03,Completed,1207.67
2593,20,2024-11-15,Camry,26135.51,,Completed,0.0
2594,18,2024-11-10,Camry,27422.17,0.02,Completed,548.44
2595,4,2024-11-20,RAV4,28144.34,0.02,Completed,562.89
2596,15,2024-11-06,Highlander,40625.52,0.02,Completed,812.51
2597,5,2024-11-04,Highlander,37443.81,0.03,Completed,1123.31
2598,8,2024-11-28,Highlander,44771.54,0.02,Completed,895.43
2599,6,2024-11-13,Camry,28308.33,,Completed,0.0
2600,5,2024-11-14,Corolla,21844.38,0.05,Completed,1092.22
2601,5,2024-11-22,Highlander,36193.13,0.02,Completed,723.86
2602,11,2024-11-02,Tundra,36954.19,,Pending,0.0
2603,13,2024-11-22,Highlander,44481.14,0.05,Pending,2224.06
2604,16,2024-11-15,Corolla,22998.98,0.02,Completed,459.98
2605,8,2024-11-27,Tacoma,39389.27,0.02,Cancelled,787.79
2606,13,2024-11-07,Tundra,49354.22,0.02,Cancelled,987.08
2607,6,2024-11-23,Camry,28726.51,,Completed,0.0
2608,16,2024-11-24,Tundra,36815.23,0.03,Completed,1104.46
2609,7,2024-11-10,Corolla,20180.49,0.02,Completed,403.61
2610,19,2024-11-14,Corolla,20625.6,,Pending,0.0
2611,16,2024-11-14,RAV4,29215.44,0.03,Pending,876.46
2612,11,2024-11-03,Tacoma,37312.31,0.05,Completed,1865.62
2613,6,2024-11-24,Highlander,36499.49,0.02,Completed,729.99
2614,5,2024-11-11,RAV4,28719.43,0.03,Pending,861.58
2615,2,2024-11-09,Tundra,38349.66,0.05,Pending,1917.48
2616,18,2024-11-02,Tundra,37106.0,0.03,Pending,1113.18
2617,15,2024-11-28,Camry,28464.03,0.02,Cancelled,569.28
2618,6,2024-11-20,Camry,25166.76,0.05,Pending,1258.34
2619,15,2024-11-16,Tacoma,30865.93,0.03,Completed,925.98
2620,1,2024-11-20,Tacoma,38100.55,0.05,Completed,1905.03
2621,9,2024-11-14,Camry,28599.02,0.03,Pending,857.97
2622,12,2024-11-12,RAV4,29602.25,0.05,Cancelled,1480.11
2623,14,2024-11-20,Tacoma,32021.65,0.03,Completed,960.65
2624,7,2024-11-21,Tundra,46239.37,,Pending,0.0
2625,3,2024-11-15,Tacoma,30306.42,0.02,Cancelled,606.13
2626,20,2024-11-08,Tacoma,35394.15,,Completed,0.0
2627,4,2024-11-09,Camry,26595.45,,Completed,0.0
2628,12,2024-11-10,RAV4,34568.1,0.03,Completed,1037.04
2629,3,2024-11-01,Tacoma,37310.61,,Pending,0.0
2630,19,2024-11-08,Highlander,40025.94,0.03,Completed,1200.78
2631,14,2024-11-01,RAV4,33291.94,0.05,Completed,1664.6
2632,13,2024-11-30,RAV4,28041.83,0.05,Completed,1402.09
2633,13,2024-11-04,Camry,28465.77,0.02,Cancelled,569.32
2634,20,2024-11-19,Tacoma,33901.67,0.02,Completed,678.03
2635,11,2024-11-13,Tundra,38934.08,0.02,Cancelled,778.68
2636,15,2024-11-27,Tundra,45535.83,0.03,Completed,1366.07
2637,12,2024-11-07,RAV4,32656.22,,Completed,0.0
2638,17,2024-11-10,Corolla,22043.37,,Completed,0.0
2639,11,2024-11-08,RAV4,29036.16,0.02,Completed,580.72
2640,12,2024-11-10,Corolla,22836.07,0.02,Completed,456.72
2641,2,2024-11-02,Highlander,42084.81,0.02,Completed,841.7
2642,17,2024-11-10,Corolla,23894.31,0.05,Completed,1194.72
2643,5,2024-11-26,Tacoma,33670.0,0.03,Completed,1010.1
2644,8,2024-11-30,Tundra,44990.53,0.03,Pending,1349.72
2645,1,2024-11-29,Highlander,42502.77,,Completed,0.0
2646,3,2024-11-13,Tundra,48965.91,,Completed,0.0
2647,4,2024-11-28,Corolla,23705.54,0.03,Pending,711.17
2648,14,2024-11-14,RAV4,27843.93,0.05,Completed,1392.2
2649,9,2024-11-30,Tundra,39998.58,0.05,Completed,1999.93
2650,7,2024-11-05,RAV4,32731.68,0.03,Completed,981.95
2651,9,2024-11-25,Tundra,44430.09,,Completed,0.0
2652,2,2024-11-09,RAV4,30149.07,0.05,Completed,1507.45
2653,19,2024-11-15,Highlander,41888.16,,Completed,0.0
2654,10,2024-11-11,Camry,27608.73,,Cancelled,0.0
2655,14,2024-11-04,Tacoma,35710.98,0.05,Completed,1785.55
2656,6,2024-11-18,Tundra,37571.38,,Completed,0.0
2657,15,2024-11-21,Tacoma,31568.76,,Pending,0.0
2658,6,2024-11-17,Camry,28872.71,0.03,Completed,866.18
2659,17,2024-11-30,Camry,27133.62,0.03,Completed,814.01
2660,3,2024-11-18,RAV4,29975.41,0.02,Completed,599.51
2661,5,2024-11-16,Tundra,41625.73,0.03,Completed,1248.77
2662,13,2024-11-02,RAV4,28535.6,0.03,Completed,856.07
2663,10,2024-11-28,Camry,25872.54,,Pending,0.0
2664,15,2024-11-18,Tundra,39430.34,0.02,Completed,788.61
2665,13,2024-11-23,Tacoma,30902.97,0.03,Completed,927.09
2666,15,2024-11-15,RAV4,27548.12,,Completed,0.0
2667,20,2024-11-23,Camry,27353.81,0.05,Completed,1367.69
2668,16,2024-11-19,Corolla,23139.16,0.03,Pending,694.17
2669,17,2024-11-07,Camry,28230.69,,Completed,0.0
2670,9,2024-11-16,Tundra,47258.79,,Completed,0.0
2671,10,2024-11-18,Camry,27187.05,0.03,Completed,815.61
2672,14,2024-11-04,Camry,29158.39,,Completed,0.0
2673,11,2024-11-04,RAV4,34957.29,0.03,Pending,1048.72
2674,16,2024-11-02,RAV4,29564.95,0.03,Completed,886.95
2675,18,2024-11-15,Camry,26461.97,0.05,Completed,1323.1
2676,18,2024-11-30,RAV4,29404.29,,Completed,0.0
2677,8,2024-11-21,Corolla,20998.91,0.03,Completed,629.97
2678,2,2024-11-12,Tacoma,38690.48,,Completed,0.0
2679,15,2024-11-21,Tacoma,36599.36,0.02,Completed,731.99
2680,9,2024-11-11,Camry,27688.81,0.05,Completed,1384.44
2681,8,2024-11-28,RAV4,27441.4,0.02,Completed,548.83
2682,13,2024-11-17,Camry,28203.26,,Completed,0.0
2683,2,2024-11-20,RAV4,28964.32,0.05,Completed,1448.22
2684,5,2024-11-02,RAV4,27791.77,,Completed,0.0
2685,11,2024-11-03,Highlander,36757.46,0.05,Completed,1837.87
2686,8,2024-11-22,Highlander,43898.39,0.02,Completed,877.97
2687,3,2024-11-20,Camry,27967.0,,Pending,0.0
2688,9,2024-11-22,Tacoma,38276.95,0.02,Completed,765.54
2689,1,2024-11-08,Camry,28791.25,0.02,Completed,575.83
2690,14,2024-11-10,Corolla,21851.71,0.05,Completed,1092.59
2691,9,2024-11-16,Tacoma,33004.94,0.02,Completed,660.1
2692,11,2024-11-15,Corolla,20423.63,0.02,Completed,408.47
2693,4,2024-11-12,RAV4,34452.21,,Completed,0.0
2694,10,2024-11-21,Corolla,24373.17,0.02,Pending,487.46
2695,18,2024-11-15,Corolla,21661.37,,Pending,0.0
2696,11,2024-11-29,Highlander,36980.53,,Completed,0.0
2697,10,2024-11-19,RAV4,28357.66,,Completed,0.0
2698,1,2024-11-20,Camry,28743.84,0.03,Pending,862.32
2699,12,2024-11-23,RAV4,29860.49,0.02,Completed,597.21
2700,18,2024-11-19,Camry,29497.52,0.03,Pending,884.93
2701,15,2024-11-13,Tacoma,32112.2,0.03,Completed,963.37
2702,13,2024-11-21,Tacoma,39982.1,0.02,Completed,799.64
2703,12,2024-11-18,Corolla,21734.8,0.03,Pending,652.04
2704,13,2024-11-19,Corolla,21205.5,0.05,Completed,1060.28
2705,17,2024-11-12,Corolla,24809.68,0.05,Completed,1240.48
2706,11,2024-11-08,RAV4,32403.96,0.05,Completed,1620.2
2707,7,2024-11-19,Corolla,21668.59,,Completed,0.0
2708,4,2024-11-02,Tacoma,38012.93,0.05,Completed,1900.65
2709,8,2024-11-01,Highlander,38139.04,0.02,Completed,762.78
2710,11,2024-11-08,Camry,28995.32,0.05,Completed,1449.77
2711,15,2024-11-02,Corolla,23142.93,,Pending,0.0
2712,7,2024-11-25,Camry,26502.79,0.03,Pending,795.08
2713,12,2024-11-22,Tundra,35530.56,0.03,Completed,1065.92
2714,2,2024-11-18,RAV4,34114.29,,Pending,0.0
2715,16,2024-11-28,RAV4,28404.7,,Pending,0.0
2716,16,2024-11-25,Highlander,42283.85,0.05,Completed,2114.19
2717,8,2024-11-25,Highlander,41972.65,,Completed,0.0
2718,19,2024-11-13,Tundra,46499.51,,Completed,0.0
2719,4,2024-11-07,Camry,26795.58,0.03,Cancelled,803.87
2720,12,2024-11-11,Corolla,23079.79,0.05,Completed,1153.99
2721,16,2024-11-27,RAV4,31046.7,,Completed,0.0
2722,1,2024-11-22,Tundra,43431.64,0.03,Cancelled,1302.95
2723,3,2024-11-02,Tundra,38834.27,0.03,Completed,1165.03
2724,1,2024-11-05,Corolla,24628.84,0.03,Pending,738.87
2725,1,2024-11-04,Corolla,20692.6,0.05,Completed,1034.63
2726,14,2024-11-25,Tundra,49300.19,0.03,Pending,1479.01
2727,9,2024-11-20,RAV4,31323.89,0.02,Completed,626.48
2728,6,2024-11-18,Camry,27981.05,0.03,Completed,839.43
2729,1,2024-11-01,Corolla,22248.02,0.05,Completed,1112.4
2730,9,2024-11-03,Camry,25744.9,0.05,Completed,1287.25
2731,2,2024-11-10,Corolla,20676.96,0.05,Completed,1033.85
2732,16,2024-11-21,Camry,28150.88,0.05,Pending,1407.54
2733,1,2024-11-12,Tundra,35246.14,,Pending,0.0
2734,8,2024-11-30,Camry,28935.74,,Completed,0.0
2735,6,2024-11-05,RAV4,34372.01,0.05,Cancelled,1718.6
2736,5,2024-11-23,RAV4,34815.44,0.02,Completed,696.31
2737,14,2024-11-25,Camry,29932.12,,Completed,0.0
2738,13,2024-11-27,Corolla,20283.05,0.05,Cancelled,1014.15
2739,19,2024-11-07,Tundra,39818.63,0.02,Completed,796.37
2740,17,2024-11-14,RAV4,30716.08,0.02,Completed,614.32
2741,16,2024-11-29,Corolla,23553.75,,Completed,0.0
2742,8,2024-11-16,Tundra,45922.4,0.03,Completed,1377.67
2743,20,2024-11-01,Tundra,45939.76,0.03,Completed,1378.19
2744,18,2024-11-08,Highlander,40370.55,,Completed,0.0
2745,16,2024-11-14,RAV4,28476.54,0.05,Completed,1423.83
2746,19,2024-11-14,Highlander,39635.68,0.03,Cancelled,1189.07
2747,19,2024-11-10,Corolla,23388.69,,Pending,0.0
2748,3,2024-11-04,Highlander,44270.36,0.02,Cancelled,885.41
2749,16,2024-11-27,Tundra,48727.24,0.02,Completed,974.54
2750,9,2024-11-14,Tundra,41532.08,0.02,Completed,830.64
2751,5,2024-11-14,Corolla,22849.22,0.03,Completed,685.48
2752,20,2024-11-08,Corolla,24325.4,0.03,Pending,729.76
2753,20,2024-11-24,Highlander,39108.35,0.05,Completed,1955.42
2754,20,2024-11-21,Corolla,23663.0,0.02,Pending,473.26
2755,4,2024-11-27,Tacoma,37204.34,0.02,Completed,744.09
2756,10,2024-11-13,Camry,25858.59,0.05,Pending,1292.93
2757,6,2024-11-08,Highlander,43159.54,0.02,Completed,863.19
2758,19,2024-11-08,Camry,25707.74,0.02,Completed,514.15
2759,17,2024-11-28,Highlander,36203.79,0.05,Completed,1810.19
2760,10,2024-11-08,Corolla,21421.99,0.05,Completed,1071.1
2761,7,2024-11-19,Tundra,48903.1,0.02,Completed,978.06
2762,16,2024-11-07,Tacoma,33037.72,0.02,Completed,660.75
2763,18,2024-11-05,Tacoma,33133.46,,Completed,0.0
2764,9,2024-11-27,Corolla,20898.77,,Completed,0.0
2765,17,2024-11-05,Tundra,42645.09,0.05,Pending,2132.25
2766,14,2024-11-22,Tacoma,30466.59,0.02,Completed,609.33
2767,20,2024-11-22,Tundra,48740.68,0.05,Completed,2437.03
2768,18,2024-11-01,Highlander,41909.47,,Completed,0.0
2769,4,2024-11-05,Corolla,21668.6,0.05,Cancelled,1083.43
2770,11,2024-11-06,Corolla,22329.5,,Completed,0.0
2771,13,2024-11-28,Highlander,39457.18,0.02,Pending,789.14
2772,8,2024-11-23,RAV4,32272.45,,Completed,0.0
2773,8,2024-11-21,Tundra,36761.29,0.03,Cancelled,1102.84
2774,20,2024-11-07,Camry,26382.72,,Completed,0.0
2775,12,2024-11-19,Tundra,47023.64,,Completed,0.0
2776,20,2024-11-07,Tundra,49635.89,0.05,Completed,2481.79
2777,7,2024-11-10,Tacoma,33869.47,0.02,Completed,677.39
2778,20,2024-11-16,Highlander,40487.31,0.03,Completed,1214.62
2779,18,2024-11-24,Corolla,21709.2,0.05,Pending,1085.46
2780,14,2024-11-15,Corolla,22146.22,,Pending,0.0
2781,20,2024-11-29,Tundra,45096.38,0.02,Completed,901.93
2782,7,2024-11-03,Camry,26864.12,0.02,Completed,537.28
2783,16,2024-11-30,Tundra,47202.01,,Completed,0.0
2784,14,2024-11-08,Camry,25845.6,0.05,Completed,1292.28
2785,20,2024-11-07,Corolla,20905.4,,Pending,0.0
2786,15,2024-11-10,Camry,29216.04,0.02,Completed,584.32
2787,19,2024-11-07,Highlander,43975.76,0.02,Pending,879.52
2788,1,2024-11-28,Corolla,22228.08,,Completed,0.0
2789,12,2024-11-13,RAV4,33266.24,0.02,Completed,665.32
