sale_id,sale_rep_id,sale_date,car_model,sale_amount,commission_pct,sale_status
2567,15,2024-11-30,Camry,26034.93,0.03,Completed
2568,4,2024-11-25,RAV4,29050.09,0.02,Pending
2569,12,2024-11-14,Highlander,40790.02,0.02,Completed
2570,12,2024-11-18,RAV4,34233.86,0.03,Completed
2571,11,2024-11-06,Tundra,40849.91,0.05,Completed
2572,18,2024-11-30,RAV4,32371.32,,Completed
2573,2,2024-11-06,Camry,28442.66,0.02,Pending
2574,13,2024-11-12,RAV4,29138.09,0.03,Completed
2575,12,2024-11-02,Corolla,21679.77,0.03,Completed
2576,4,2024-11-01,RAV4,32421.44,0.05,Completed
2577,2,2024-11-09,Highlander,39357.43,0.03,Completed
2578,7,2024-11-18,Tundra,49923.84,0.02,Completed
2579,16,2024-11-14,Tacoma,30011.69,0.05,Completed
2580,11,2024-11-14,RAV4,34757.29,,Completed
2581,10,2024-11-23,Tacoma,39676.16,0.03,Completed
2582,16,2024-11-10,Corolla,22262.11,0.03,Cancelled
2583,19,2024-11-19,Camry,27547.82,0.05,Completed
2584,17,2024-11-17,RAV4,32269.73,0.03,Completed
2585,19,2024-11-09,Camry,25817.92,0.05,Completed
2586,3,2024-11-05,Tundra,40704.58,,Completed
2587,20,2024-11-20,Camry,25324.11,0.03,Completed
2588,15,2024-11-15,Corolla,20099.69,,Completed
2589,14,2024-11-09,Camry,27123.9,0.05,Completed
2590,4,2024-11-03,Camry,28945.03,,Completed
2591,5,2024-11-23,Corolla,23389.08,0.02,Completed
2592,6,2024-11-08,Highlander,40255.8,0.03,Completed
2593,20,2024-11-15,Camry,26135.51,,Completed
2594,18,2024-11-10,Camry,27422.17,0.02,Completed
2595,4,2024-11-20,RAV4,28144.34,0.02,Completed
2596,15,2024-11-06,Highlander,40625.52,0.02,Completed
2597,5,2024-11-04,Highlander,37443.81,0.03,Completed
2598,8,2024-11-28,Highlander,44771.54,0.02,Completed
2599,6,2024-11-13,Camry,28308.33,,Completed
2600,5,2024-11-14,Corolla,21844.38,0.05,Completed
2601,5,2024-11-22,Highlander,36193.13,0.02,Completed
2602,11,2024-11-02,Tundra,36954.19,,Pending
2603,13,2024-11-22,Highlander,44481.14,0.05,Pending
2604,16,2024-11-15,Corolla,22998.98,0.02,Completed
2605,8,2024-11-27,Tacoma,39389.27,0.02,Cancelled
2606,13,2024-11-07,Tundra,49354.22,0.02,Cancelled
2607,6,2024-11-23,Camry,28726.51,,Completed
2608,16,2024-11-24,Tundra,36815.23,0.03,Completed
2609,7,2024-11-10,Corolla,20180.49,0.02,Completed
2610,19,2024-11-14,Corolla,20625.6,,Pending
2611,16,2024-11-14,RAV4,29215.44,0.03,Pending
2612,11,2024-11-03,Tacoma,37312.31,0.05,Completed
2613,6,2024-11-24,Highlander,36499.49,0.02,Completed
2614,5,2024-11-11,RAV4,28719.43,0.03,Pending
2615,2,2024-11-09,Tundra,38349.66,0.05,Pending
2616,18,2024-11-02,Tundra,37106.0,0.03,Pending
2617,15,2024-11-28,Camry,28464.03,0.02,Cancelled
2618,6,2024-11-20,Camry,25166.76,0.05,Pending
2619,15,2024-11-16,Tacoma,30865.93,0.03,Completed
2620,1,2024-11-20,Tacoma,38100.55,0.05,Completed
2621,9,2024-11-14,Camry,28599.02,0.03,Pending
2622,12,2024-11-12,RAV4,29602.25,0.05,Cancelled
2623,14,2024-11-20,Tacoma,32021.65,0.03,Completed
2624,7,2024-11-21,Tundra,46239.37,,Pending
2625,3,2024-11-15,Tacoma,30306.42,0.02,Cancelled
2626,20,2024-11-08,Tacoma,35394.15,,Completed
2627,4,2024-11-09,Camry,26595.45,,Completed
2628,12,2024-11-10,RAV4,34568.1,0.03,Completed
2629,3,2024-11-01,Tacoma,37310.61,,Pending
2630,19,2024-11-08,Highlander,40025.94,0.03,Completed
2631,14,2024-11-01,RAV4,33291.94,0.05,Completed
2632,13,2024-11-30,RAV4,28041.83,0.05,Completed
2633,13,2024-11-04,Camry,28465.77,0.02,Cancelled
2634,20,2024-11-19,Tacoma,33901.67,0.02,Completed
2635,11,2024-11-13,Tundra,38934.08,0.02,Cancelled
2636,15,2024-11-27,Tundra,45535.83,0.03,Completed
2637,12,2024-11-07,RAV4,32656.22,,Completed
2638,17,2024-11-10,Corolla,22043.37,,Completed
2639,11,2024-11-08,RAV4,29036.16,0.02,Completed
2640,12,2024-11-10,Corolla,22836.07,0.02,Completed
2641,2,2024-11-02,Highlander,42084.81,0.02,Completed
2642,17,2024-11-10,Corolla,23894.31,0.05,Completed
2643,5,2024-11-26,Tacoma,33670.0,0.03,Completed
2644,8,2024-11-30,Tundra,44990.53,0.03,Pending
2645,1,2024-11-29,Highlander,42502.77,,Completed
2646,3,2024-11-13,Tundra,48965.91,,Completed
2647,4,2024-11-28,Corolla,23705.54,0.03,Pending
2648,14,2024-11-14,RAV4,27843.93,0.05,Completed
2649,9,2024-11-30,Tundra,39998.58,0.05,Completed
2650,7,2024-11-05,RAV4,32731.68,0.03,Completed
2651,9,2024-11-25,Tundra,44430.09,,Completed
2652,2,2024-11-09,RAV4,30149.07,0.05,Completed
2653,19,2024-11-15,Highlander,41888.16,,Completed
2654,10,2024-11-11,Camry,27608.73,,Cancelled
2655,14,2024-11-04,Tacoma,35710.98,0.05,Completed
2656,6,2024-11-18,Tundra,37571.38,,Completed
2657,15,2024-11-21,Tacoma,31568.76,,Pending
2658,6,2024-11-17,Camry,28872.71,0.03,Completed
2659,17,2024-11-30,Camry,27133.62,0.03,Completed
2660,3,2024-11-18,RAV4,29975.41,0.02,Completed
2661,5,2024-11-16,Tundra,41625.73,0.03,Completed
2662,13,2024-11-02,RAV4,28535.6,0.03,Completed
2663,10,2024-11-28,Camry,25872.54,,Pending
2664,15,2024-11-18,Tundra,39430.34,0.02,Completed
2665,13,2024-11-23,Tacoma,30902.97,0.03,Completed
2666,15,2024-11-15,RAV4,27548.12,,Completed
2667,20,2024-11-23,Camry,27353.81,0.05,Completed
2668,16,2024-11-19,Corolla,23139.16,0.03,Pending
2669,17,2024-11-07,Camry,28230.69,,Completed
2670,9,2024-11-16,Tundra,47258.79,,Completed
2671,10,2024-11-18,Camry,27187.05,0.03,Completed
2672,14,2024-11-04,Camry,29158.39,,Completed
2673,11,2024-11-04,RAV4,34957.29,0.03,Pending
2674,16,2024-11-02,RAV4,29564.95,0.03,Completed
2675,18,2024-11-15,Camry,26461.97,0.05,Completed
2676,18,2024-11-30,RAV4,29404.29,,Completed
2677,8,2024-11-21,Corolla,20998.91,0.03,Completed
2678,2,2024-11-12,Tacoma,38690.48,,Completed
2679,15,2024-11-21,Tacoma,36599.36,0.02,Completed
2680,9,2024-11-11,Camry,27688.81,0.05,Completed
2681,8,2024-11-28,RAV4,27441.4,0.02,Completed
2682,13,2024-11-17,Camry,28203.26,,Completed
2683,2,2024-11-20,RAV4,28964.32,0.05,Completed
2684,5,2024-11-02,RAV4,27791.77,,Completed
2685,11,2024-11-03,Highlander,36757.46,0.05,Completed
2686,8,2024-11-22,Highlander,43898.39,0.02,Completed
2687,3,2024-11-20,Camry,27967.0,,Pending
2688,9,2024-11-22,Tacoma,38276.95,0.02,Completed
2689,1,2024-11-08,Camry,28791.25,0.02,Completed
2690,14,2024-11-10,Corolla,21851.71,0.05,Completed
2691,9,2024-11-16,Tacoma,33004.94,0.02,Completed
2692,11,2024-11-15,Corolla,20423.63,0.02,Completed
2693,4,2024-11-12,RAV4,34452.21,,Completed
2694,10,2024-11-21,Corolla,24373.17,0.02,Pending
2695,18,2024-11-15,Corolla,21661.37,,Pending
2696,11,2024-11-29,Highlander,36980.53,,Completed
2697,10,2024-11-19,RAV4,28357.66,,Completed
2698,1,2024-11-20,Camry,28743.84,0.03,Pending
2699,12,2024-11-23,RAV4,29860.49,0.02,Completed
2700,18,2024-11-19,Camry,29497.52,0.03,Pending
2701,15,2024-11-13,Tacoma,32112.2,0.03,Completed
2702,13,2024-11-21,Tacoma,39982.1,0.02,Completed
2703,12,2024-11-18,Corolla,21734.8,0.03,Pending
2704,13,2024-11-19,Corolla,21205.5,0.05,Completed
2705,17,2024-11-12,Corolla,24809.68,0.05,Completed
2706,11,2024-11-08,RAV4,32403.96,0.05,Completed
2707,7,2024-11-19,Corolla,21668.59,,Completed
2708,4,2024-11-02,Tacoma,38012.93,0.05,Completed
2709,8,2024-11-01,Highlander,38139.04,0.02,Completed
2710,11,2024-11-08,Camry,28995.32,0.05,Completed
2711,15,2024-11-02,Corolla,23142.93,,Pending
2712,7,2024-11-25,Camry,26502.79,0.03,Pending
2713,12,2024-11-22,Tundra,35530.56,0.03,Completed
2714,2,2024-11-18,RAV4,34114.29,,Pending
2715,16,2024-11-28,RAV4,28404.7,,Pending
2716,16,2024-11-25,Highlander,42283.85,0.05,Completed
2717,8,2024-11-25,Highlander,41972.65,,Completed
2718,19,2024-11-13,Tundra,46499.51,,Completed
2719,4,2024-11-07,Camry,26795.58,0.03,Cancelled
2720,12,2024-11-11,Corolla,23079.79,0.05,Completed
2721,16,2024-11-27,RAV4,31046.7,,Completed
2722,1,2024-11-22,Tundra,43431.64,0.03,Cancelled
2723,3,2024-11-02,Tundra,38834.27,0.03,Completed
2724,1,2024-11-05,Corolla,24628.84,0.03,Pending
2725,1,2024-11-04,Corolla,20692.6,0.05,Completed
2726,14,2024-11-25,Tundra,49300.19,0.03,Pending
2727,9,2024-11-20,RAV4,31323.89,0.02,Completed
2728,6,2024-11-18,Camry,27981.05,0.03,Completed
2729,1,2024-11-01,Corolla,22248.02,0.05,Completed
2730,9,2024-11-03,Camry,25744.9,0.05,Completed
2731,2,2024-11-10,Corolla,20676.96,0.05,Completed
2732,16,2024-11-21,Camry,28150.88,0.05,Pending
2733,1,2024-11-12,Tundra,35246.14,,Pending
2734,8,2024-11-30,Camry,28935.74,,Completed
2735,6,2024-11-05,RAV4,34372.01,0.05,Cancelled
2736,5,2024-11-23,RAV4,34815.44,0.02,Completed
2737,14,2024-11-25,Camry,29932.12,,Completed
2738,13,2024-11-27,Corolla,20283.05,0.05,Cancelled
2739,19,2024-11-07,Tundra,39818.63,0.02,Completed
2740,17,2024-11-14,RAV4,30716.08,0.02,Completed
2741,16,2024-11-29,Corolla,23553.75,,Completed
2742,8,2024-11-16,Tundra,45922.4,0.03,Completed
2743,20,2024-11-01,Tundra,45939.76,0.03,Completed
2744,18,2024-11-08,Highlander,40370.55,,Completed
2745,16,2024-11-14,RAV4,28476.54,0.05,Completed
2746,19,2024-11-14,Highlander,39635.68,0.03,Cancelled
2747,19,2024-11-10,Corolla,23388.69,,Pending
2748,3,2024-11-04,Highlander,44270.36,0.02,Cancelled
2749,16,2024-11-27,Tundra,48727.24,0.02,Completed
2750,9,2024-11-14,Tundra,41532.08,0.02,Completed
2751,5,2024-11-14,Corolla,22849.22,0.03,Completed
2752,20,2024-11-08,Corolla,24325.4,0.03,Pending
2753,20,2024-11-24,Highlander,39108.35,0.05,Completed
2754,20,2024-11-21,Corolla,23663.0,0.02,Pending
2755,4,2024-11-27,Tacoma,37204.34,0.02,Completed
2756,10,2024-11-13,Camry,25858.59,0.05,Pending
2757,6,2024-11-08,Highlander,43159.54,0.02,Completed
2758,19,2024-11-08,Camry,25707.74,0.02,Completed
2759,17,2024-11-28,Highlander,36203.79,0.05,Completed
2760,10,2024-11-08,Corolla,21421.99,0.05,Completed
2761,7,2024-11-19,Tundra,48903.1,0.02,Completed
2762,16,2024-11-07,Tacoma,33037.72,0.02,Completed
2763,18,2024-11-05,Tacoma,33133.46,,Completed
2764,9,2024-11-27,Corolla,20898.77,,Completed
2765,17,2024-11-05,Tundra,42645.09,0.05,Pending
2766,14,2024-11-22,Tacoma,30466.59,0.02,Completed
2767,20,2024-11-22,Tundra,48740.68,0.05,Completed
2768,18,2024-11-01,Highlander,41909.47,,Completed
2769,4,2024-11-05,Corolla,21668.6,0.05,Cancelled
2770,11,2024-11-06,Corolla,22329.5,,Completed
2771,13,2024-11-28,Highlander,39457.18,0.02,Pending
2772,8,2024-11-23,RAV4,32272.45,,Completed
2773,8,2024-11-21,Tundra,36761.29,0.03,Cancelled
2774,20,2024-11-07,Camry,26382.72,,Completed
2775,12,2024-11-19,Tundra,47023.64,,Completed
2776,20,2024-11-07,Tundra,49635.89,0.05,Completed
2777,7,2024-11-10,Tacoma,33869.47,0.02,Completed
2778,20,2024-11-16,Highlander,40487.31,0.03,Completed
2779,18,2024-11-24,Corolla,21709.2,0.05,Pending
2780,14,2024-11-15,Corolla,22146.22,,Pending
2781,20,2024-11-29,Tundra,45096.38,0.02,Completed
2782,7,2024-11-03,Camry,26864.12,0.02,Completed
2783,16,2024-11-30,Tundra,47202.01,,Completed
2784,14,2024-11-08,Camry,25845.6,0.05,Completed
2785,20,2024-11-07,Corolla,20905.4,,Pending
2786,15,2024-11-10,Camry,29216.04,0.02,Completed
2787,19,2024-11-07,Highlander,43975.76,0.02,Pending
2788,1,2024-11-28,Corolla,22228.08,,Completed
2789,12,2024-11-13,RAV4,33266.24,0.02,Completed
2790,7,2024-11-04,RAV4,27118.35,,Completed
2791,11,2024-11-06,Tundra,36631.67,0.05,Cancelled
2792,20,2024-11-19,Tundra,42397.15,0.02,Completed
2793,3,2024-11-08,Tundra,37451.98,0.03,Pending
2794,14,2024-11-19,Tundra,47911.2,0.02,Completed
2795,12,2024-11-13,Tundra,37869.31,,Completed
2796,1,2024-11-14,Corolla,21238.82,,Pending
2797,3,2024-11-19,Tacoma,39314.12,0.05,Pending
2798,17,2024-11-24,Tundra,38854.48,0.05,Completed
2799,19,2024-11-20,RAV4,30662.97,0.02,Pending
2800,12,2024-11-09,Tacoma,30995.07,,Completed
2801,8,2024-11-25,Tundra,49138.13,0.05,Completed
2802,17,2024-11-18,Corolla,23417.62,0.05,Pending
2803,19,2024-11-16,Tacoma,39446.85,0.05,Completed
2804,11,2024-11-10,Tundra,41471.81,0.03,Completed
2805,13,2024-11-03,Tundra,47656.73,0.05,Completed
2806,15,2024-11-27,Corolla,22467.53,0.03,Completed
2807,5,2024-11-14,Camry,26234.01,0.05,Pending
2808,19,2024-11-01,Highlander,37811.42,0.03,Completed
2809,18,2024-11-17,Tundra,47238.62,,Completed
2810,15,2024-11-05,RAV4,29404.52,0.05,Pending
2811,20,2024-11-23,Highlander,42196.56,0.03,Completed
2812,14,2024-11-18,Tacoma,30657.4,,Completed
2813,1,2024-11-28,Highlander,40867.06,0.03,Completed
2814,9,2024-11-13,Camry,28107.88,,Pending
2815,20,2024-11-01,Tacoma,39195.1,0.02,Completed
2816,16,2024-11-03,Tundra,41734.37,0.03,Completed
2817,15,2024-11-17,Corolla,24412.18,0.02,Completed
2818,6,2024-11-08,RAV4,33324.9,0.03,Completed
2819,6,2024-11-14,Corolla,24528.51,0.03,Pending
2820,5,2024-11-17,Tacoma,33118.05,0.03,Completed
2821,10,2024-11-04,RAV4,30434.67,,Completed
2822,13,2024-11-12,Highlander,42682.04,0.05,Pending
2823,11,2024-11-19,Camry,28550.78,,Completed
2824,5,2024-11-14,RAV4,34357.69,0.02,Completed
2825,12,2024-11-13,Tundra,41229.82,0.05,Pending
2826,11,2024-11-26,Highlander,40433.56,0.02,Pending
2827,12,2024-11-02,RAV4,28315.74,,Completed
2828,17,2024-11-11,Camry,27238.51,0.03,Completed
2829,7,2024-11-19,Highlander,35518.8,,Cancelled
2830,14,2024-11-09,Highlander,41229.96,0.05,Completed
2831,1,2024-11-07,Tacoma,34385.74,0.02,Cancelled
2832,6,2024-11-13,Corolla,23770.82,,Pending
2833,3,2024-11-11,Corolla,20254.97,0.03,Pending
2834,3,2024-11-24,Corolla,24459.39,0.05,Completed
2835,19,2024-11-28,Tundra,46714.41,,Pending
2836,5,2024-11-27,Tundra,46958.81,0.05,Completed
2837,5,2024-11-07,Tundra,38361.74,,Completed
2838,2,2024-11-16,Camry,25657.08,0.05,Completed
2839,12,2024-11-09,Corolla,23333.63,,Completed
2840,19,2024-11-09,Tundra,48195.07,0.05,Completed
2841,17,2024-11-01,Tacoma,37177.49,,Completed
2842,14,2024-11-19,RAV4,31251.67,0.02,Pending
2843,1,2024-11-16,Corolla,20218.81,0.02,Pending
2844,8,2024-11-19,Tundra,42946.86,0.02,Completed
2845,18,2024-11-20,RAV4,34524.23,0.05,Completed
2846,20,2024-11-27,RAV4,28957.61,0.03,Completed
2847,16,2024-11-03,Tundra,48087.4,0.05,Completed
2848,8,2024-11-26,Tacoma,30047.59,0.02,Completed
2849,19,2024-11-12,RAV4,31606.79,0.02,Pending
2850,15,2024-11-04,Tundra,48904.57,0.02,Completed
2851,9,2024-11-16,Tundra,38594.36,0.03,Completed
2852,2,2024-11-18,Camry,29952.94,0.05,Pending
2853,1,2024-11-02,Highlander,39355.34,0.05,Completed
2854,19,2024-11-15,RAV4,31291.32,0.05,Cancelled
2855,12,2024-11-23,Tundra,45260.79,0.02,Completed
2856,7,2024-11-04,Tundra,40821.14,0.02,Pending
2857,1,2024-11-12,RAV4,32406.18,0.03,Cancelled
2858,5,2024-11-26,Tundra,47808.5,0.05,Completed
2859,17,2024-11-22,RAV4,29612.39,0.05,Completed
2860,13,2024-11-13,Camry,29897.43,0.03,Completed
2861,16,2024-11-07,Highlander,35317.42,0.03,Completed
2862,8,2024-11-21,Highlander,39185.69,,Completed
2863,1,2024-11-01,Corolla,22636.52,0.03,Completed
2864,15,2024-11-30,Tundra,40840.1,0.02,Completed
2865,5,2024-11-11,Highlander,44312.03,0.03,Completed
2866,15,2024-11-28,Corolla,23753.61,0.02,Completed
2867,15,2024-11-16,RAV4,27787.38,0.03,Cancelled
2868,8,2024-11-28,Corolla,23038.4,,Pending
2869,20,2024-11-10,Highlander,35490.13,,Completed
2870,1,2024-11-03,Highlander,40015.19,0.05,Completed
2871,7,2024-11-21,Tacoma,31924.14,,Completed
2872,2,2024-11-16,Corolla,20003.27,0.05,Completed
2873,1,2024-11-12,Tacoma,35879.38,,Pending
2874,13,2024-11-27,Camry,27459.91,0.02,Pending
2875,9,2024-11-09,RAV4,27142.21,0.02,Completed
2876,9,2024-11-05,Corolla,22308.14,,Completed
2877,7,2024-11-26,Corolla,20739.83,0.05,Completed
2878,15,2024-11-02,Tundra,49995.68,,Pending
2879,16,2024-11-22,Corolla,23520.06,0.03,Completed
2880,11,2024-11-01,Highlander,43482.24,,Pending
2881,4,2024-11-06,Corolla,22483.79,0.03,Completed
2882,5,2024-11-23,Corolla,23590.89,0.02,Completed
2883,10,2024-11-06,RAV4,34022.1,,Completed
2884,10,2024-11-23,Camry,28167.17,0.03,Completed
2885,2,2024-11-02,Highlander,38224.23,0.05,Completed
2886,5,2024-11-01,RAV4,30031.54,0.02,Completed
2887,18,2024-11-07,Highlander,42637.15,0.03,Pending
2888,19,2024-11-01,Corolla,22202.62,0.05,Pending
2889,6,2024-11-08,Highlander,42852.74,0.02,Completed
2890,14,2024-11-24,Corolla,21810.92,0.03,Completed
2891,2,2024-11-05,Highlander,38308.64,0.02,Pending
2892,12,2024-11-19,Highlander,38620.32,0.05,Completed
2893,1,2024-11-30,Camry,29300.21,0.03,Completed
2894,12,2024-11-20,RAV4,33131.53,0.03,Cancelled
2895,19,2024-11-04,Corolla,20334.22,0.05,Completed
2896,14,2024-11-07,RAV4,30411.49,,Completed
2897,13,2024-11-24,Tundra,35317.14,0.05,Completed
2898,12,2024-11-28,RAV4,32191.99,0.02,Completed
2899,1,2024-11-10,Tundra,43297.8,0.02,Completed
2900,18,2024-11-03,Tundra,48044.76,,Completed
2901,7,2024-11-03,Corolla,23464.25,,Pending
2902,20,2024-11-30,Highlander,37248.75,,Completed
2903,18,2024-11-15,Tacoma,38980.47,0.02,Cancelled
2904,15,2024-11-30,Highlander,44092.15,0.02,Completed
2905,8,2024-11-27,Tundra,40568.43,0.03,Completed
2906,7,2024-11-16,Corolla,23733.57,,Completed
2907,5,2024-11-23,Camry,28002.72,0.02,Completed
2908,20,2024-11-03,Tacoma,36390.59,,Completed
2909,15,2024-11-14,Tacoma,38494.92,0.05,Completed
2910,4,2024-11-08,Camry,25792.4,0.03,Completed
2911,2,2024-11-17,Tacoma,31594.41,0.03,Completed
2912,1,2024-11-01,Camry,26599.39,,Pending
2913,8,2024-11-12,Highlander,41086.27,0.02,Completed
2914,7,2024-11-13,RAV4,34571.05,,Completed
2915,6,2024-11-13,Tundra,37046.77,0.05,Pending
2916,6,2024-11-19,RAV4,27009.18,0.02,Completed
2917,1,2024-11-29,Tundra,42212.15,0.05,Completed
2918,11,2024-11-16,RAV4,29961.01,0.05,Completed
2919,13,2024-11-01,Highlander,40712.83,0.05,Completed
2920,20,2024-11-17,Highlander,40040.62,0.03,Completed
2921,10,2024-11-21,Tacoma,35745.68,0.02,Completed
2922,9,2024-11-13,Tacoma,34632.47,0.03,Completed
2923,16,2024-11-01,Highlander,36456.17,0.02,Completed
2924,7,2024-11-08,Tundra,38471.43,0.03,Completed
2925,13,2024-11-20,Highlander,42396.22,0.05,Completed
2926,19,2024-11-17,RAV4,32210.63,,Completed
2927,18,2024-11-22,Corolla,20323.9,0.05,Pending
2928,7,2024-11-03,Tacoma,31009.6,0.02,Completed
2929,6,2024-11-05,Tacoma,37598.92,0.03,Pending
2930,5,2024-11-28,RAV4,31461.55,0.05,Pending
2931,15,2024-11-05,Camry,26837.61,0.02,Pending
2932,1,2024-11-13,Tundra,38649.95,0.03,Completed
2933,16,2024-11-25,Tacoma,34308.74,0.03,Completed
2934,17,2024-11-28,Tundra,46120.59,,Completed
2935,19,2024-11-18,Tundra,44508.23,0.05,Completed
2936,19,2024-11-04,RAV4,30322.58,,Completed
2937,18,2024-11-06,Tacoma,37226.58,0.05,Pending
2938,15,2024-11-25,Tundra,35562.41,,Cancelled
2939,19,2024-11-18,Corolla,23944.72,,Completed
2940,15,2024-11-27,Corolla,22779.36,0.05,Completed
2941,1,2024-11-30,RAV4,34338.63,0.02,Pending
2942,4,2024-11-09,RAV4,31932.04,0.03,Completed
2943,20,2024-11-14,Highlander,35629.4,0.05,Completed
2944,9,2024-11-29,Corolla,20372.8,,Completed
2945,8,2024-11-23,Corolla,21377.23,0.02,Completed
2946,6,2024-11-05,Camry,28451.98,,Pending
2947,6,2024-11-23,Tundra,37941.99,0.05,Completed
2948,20,2024-11-26,Highlander,44682.76,,Completed
2949,2,2024-11-20,Tacoma,34903.83,,Completed
2950,13,2024-11-01,Tundra,44217.06,,Completed
2951,8,2024-11-06,RAV4,34451.58,,Cancelled
2952,7,2024-11-16,Tacoma,39279.9,0.05,Completed
2953,16,2024-11-08,Corolla,23053.29,0.05,Completed
2954,2,2024-11-03,Corolla,20442.71,0.05,Completed
2955,7,2024-11-01,Camry,25251.18,0.02,Completed
2956,8,2024-11-15,RAV4,28867.25,0.03,Completed
2957,8,2024-11-30,Highlander,38459.21,0.02,Completed
2958,11,2024-11-25,Tacoma,36179.15,,Cancelled
2959,4,2024-11-04,Corolla,20139.53,0.03,Cancelled
2960,16,2024-11-18,Camry,27967.32,0.05,Completed
2961,10,2024-11-30,Tacoma,36597.37,0.03,Completed
2962,8,2024-11-12,RAV4,29921.2,0.03,Completed
2963,8,2024-11-22,Highlander,40038.01,,Pending
2964,10,2024-11-09,Tundra,48776.79,0.02,Completed
2965,6,2024-11-01,Camry,29085.41,0.02,Completed
2966,12,2024-11-01,Tundra,40647.04,0.02,Completed
2967,14,2024-11-01,Highlander,44599.77,0.05,Pending
2968,4,2024-11-09,Corolla,21882.4,0.03,Completed
2969,12,2024-11-01,Highlander,39815.17,0.03,Cancelled
2970,18,2024-11-23,Corolla,23334.52,,Completed
2971,3,2024-11-20,Camry,28950.47,,Completed
2972,1,2024-11-26,RAV4,29415.11,0.05,Pending
2973,16,2024-11-26,RAV4,34840.09,0.05,Completed
2974,10,2024-11-28,Tacoma,31039.24,0.03,Completed
2975,4,2024-11-20,Tacoma,37841.56,0.05,Pending
2976,14,2024-11-28,Tacoma,37087.58,0.05,Completed
2977,7,2024-11-25,Corolla,20438.25,0.02,Pending
2978,20,2024-11-08,Tundra,40827.9,,Completed
2979,9,2024-11-19,RAV4,30033.57,0.03,Completed
2980,17,2024-11-08,RAV4,33062.29,,Pending
2981,2,2024-11-16,Highlander,39487.77,0.03,Completed
2982,18,2024-11-20,RAV4,31341.61,0.03,Pending
2983,4,2024-11-17,Camry,27693.6,0.02,Completed
2984,2,2024-11-21,Corolla,22782.69,0.02,Completed
2985,4,2024-11-30,Camry,29483.99,0.05,Pending
2986,11,2024-11-11,Corolla,23270.54,0.02,Completed
2987,20,2024-11-16,Camry,29180.03,0.02,Completed
2988,3,2024-11-11,Tacoma,32265.43,0.03,Pending
2989,1,2024-11-20,Highlander,40493.66,0.02,Cancelled
2990,4,2024-11-22,Corolla,20974.09,0.05,Completed
2991,8,2024-11-28,Corolla,22909.59,0.03,Completed
2992,10,2024-11-15,Tacoma,37624.1,0.02,Completed
2993,4,2024-11-24,Highlander,41085.6,,Pending
2994,19,2024-11-23,RAV4,30175.52,,Completed
2995,1,2024-11-10,Tacoma,35584.72,0.05,Completed
2996,4,2024-11-18,Highlander,42405.35,0.02,Cancelled
2997,8,2024-11-09,Tundra,35462.47,,Completed
2998,1,2024-11-11,Tundra,37935.39,0.03,Pending
2999,1,2024-11-03,RAV4,27255.19,0.02,Pending
3000,6,2024-11-06,Tundra,36007.38,,Completed
3001,18,2024-11-06,Camry,25027.35,,Pending
3002,11,2024-11-26,Camry,28919.7,,Completed
3003,7,2024-11-01,Camry,29805.92,,Completed
3004,16,2024-11-26,Camry,26257.96,0.02,Completed
3005,11,2024-11-09,Camry,25628.97,,Completed
3006,18,2024-11-01,Corolla,20513.92,,Pending
3007,10,2024-11-02,Camry,25064.4,0.03,Completed
3008,15,2024-11-26,RAV4,32957.7,0.02,Completed
3009,11,2024-11-10,Tacoma,36842.87,0.05,Completed
3010,11,2024-11-20,RAV4,32417.69,0.05,Cancelled
3011,9,2024-11-29,Camry,26956.57,0.03,Completed
3012,15,2024-11-20,Camry,25572.16,0.02,Cancelled
3013,15,2024-11-13,Camry,25363.54,,Pending
3014,7,2024-11-12,Tundra,40231.72,0.02,Cancelled
3015,16,2024-11-19,Corolla,20874.64,0.05,Pending
3016,15,2024-11-01,Highlander,41718.26,0.03,Completed
3017,13,2024-11-02,Corolla,21096.49,0.02,Completed
3018,2,2024-11-01,Tundra,41210.71,0.03,Completed
3019,2,2024-11-23,Tundra,49009.5,0.03,Completed
3020,7,2024-11-08,Highlander,43127.26,0.05,Completed
3021,11,2024-11-04,Camry,27761.63,0.05,Completed
3022,4,2024-11-13,Tacoma,32570.37,0.02,Pending
3023,4,2024-11-20,Tacoma,35164.81,,Completed
3024,14,2024-11-30,Camry,29339.66,0.05,Cancelled
3025,8,2024-11-06,Corolla,23283.86,0.03,Completed
3026,16,2024-11-17,RAV4,30917.38,0.02,Completed
3027,9,2024-11-19,Tundra,35508.14,0.03,Completed
3028,5,2024-11-04,Tundra,48073.8,0.05,Completed
3029,4,2024-11-02,Highlander,37803.57,0.03,Cancelled
3030,11,2024-11-28,Highlander,37864.48,0.05,Completed
3031,2,2024-11-05,Tacoma,36781.11,0.02,Pending
3032,12,2024-11-03,Tundra,39659.07,,Completed
3033,2,2024-11-21,Camry,26486.44,,Cancelled
3034,14,2024-11-26,Highlander,43947.86,0.02,Completed
3035,12,2024-11-20,Tundra,36615.94,0.03,Completed
3036,19,2024-11-08,RAV4,28677.66,0.05,Pending
3037,7,2024-11-23,Camry,28381.38,,Completed
3038,20,2024-11-28,Camry,25543.68,,Completed
3039,13,2024-11-23,Camry,28912.26,0.03,Completed
3040,18,2024-11-08,Tundra,42308.65,0.02,Completed
3041,15,2024-11-23,Tacoma,36329.88,0.05,Completed
3042,10,2024-11-23,Tundra,49916.96,0.02,Completed
